anno;numero;data;oggetto;link
2009;534;30.03.2009;Intersezione con circolazione regolata a rotatoria tra Via delle Caserane e Via Casale e Fatticci;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=534
2009;648;30.04.2009;Lavoro edile - Via Adolfo Sironi;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=648
2009;135;31.01.2009;Proroga ord. n. 1895 / 2008 - lavori stradali in località Casale.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=135
2009;417;31.03.2009;Lavoro edile - Via Alessandro Lazzerini;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=417
2009;927;31.05.2009;Proroga ord. n. 648/ 2009 - Via A. Sironi - ditta Vito Triolo;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=927
2009;1361;31.07.2009;Proroga Ordinanza n. 1010/2009 - Via V. Bellini - ditta Aerre Costruzioni s.r.l.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1361
2009;1543;31.08.2009;Stallo adibito allo stazionamento di contenitori per la raccolta dei rifiuti solidi urbani - Via della Romita n. 99.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1543
2009;1542;31.08.2009;Percorso pedonale da Via A. Ferrarini a Via Lepanto.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1542
2009;1540;31.08.2009;Apertura al transito del nuovo parcheggio di Via A. Ferrarini - Via Padre Pio da Pietrelcina.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1540
2009;1253;31.08.2009;Nuova viabilità in Via Giuseppe Dossetti;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1253
2009;1252;31.08.2009;Nuova viabilità in Via Filippo Guilliccioni.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1252
2009;1251;31.08.2009;Nuova viabilità in Via Riccardo Zandonai.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1251
2009;1250;31.08.2009;Nuova viabilità in Via Oreste Morganti;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1250
2009;1249;31.08.2009;Nuova viabilità in Via Silvio Ceccatelli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1249
2009;1932;31.10.2009;Proroga Ordinanza n. 1590/2009 - Via Visiana - ditta Aerre Costruzioni S.r.l.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1932
2009;1931;31.10.2009;Proroga ord. n. 1010/2009 - Via V. Bellini - ditta Aerre Costruzioni S.r.l.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=1931
2010;3136;01.01.2011;Proroga Ord. n. 2830/2010- varie vie;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=2737
2010;3101;01.01.2011;Proroga Ord. n. 2576 e Ord. n 2987 - Via N. Machiavelli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=2714
2010;3099;01.01.2011;Accesso e Uscita a cantiere - Via L. Ciulli - ditta CO. SAT. s.c.r.l.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=2711
2010;3091;01.01.2011;Lavoro edile - Via Ugo Foscolo proroga ordinanza 189/2010.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=2707
2010;3086;01.01.2011;Proroga Ord. n. 2215/2010 - Via E. Campolmi e Viale Montegrappa;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=2704
2010;3075;01.01.2011;Proroga Ord. n. 16672010- Via Bruno Buozzi;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=2696
2010;3074;01.01.2011;Proroga Ord. n. 2287/2010- Via di Cantagallo;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=2693
2010;3059;01.01.2011;Lavari edili Via dei Lanaioli;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=2684
2010;2529;01.01.2011;Proroga Ordinanza n. 872/2009 - Mercato rionale Fontanelle.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=2253
2010;137;01.02.2010;Istituzione di stallo di sosta invalidi generico - Via A. Borgioli civico 9.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=137
2010;136;01.02.2010;Istituzione di stallo di sosta invalidi generico - Via Fiorentina civico 110.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=138
2010;135;01.02.2010;Istituzione di stallo di sosta invalidi generico - Via Tagliamento civico 22.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=139
2010;134;01.02.2010;Istituzione di stallo di sosta invalidi generico - Piazza A. Einstein civico 29.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=140
2010;131;01.02.2010;Revoca Ordinanza n. 1919/2009 - Via Risorgimento civico 25;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=126
2010;130;01.02.2010;Revoca Ordinanza n. 1703/2008 - Piazza  A. Einstein civico 20/E;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=125
2010;129;01.02.2010;Revoca stallo sosta handicap contrassegno n. 1639 - Piazza  Einstein civico 29;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=124
2010;363;01.03.2010;Revoca Ordinanza n. 335/2010 - Via M. Roncioni.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=332
2010;345;01.03.2010;Zona a Traffico Limitato - permessi temporanei giornalieri;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=330
2010;565;01.04.2010;Proroga Ordinanza n. 1556/2009 - Via Alessandro Lazzerini.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=528
2010;784;01.05.2010;Proroga Ordinanza n. 2349/2009 - Guarducci Geom Mario S.p.A.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=738
2010;1418;01.07.2010;Integrazione Ordinanza n. 711/2007 -Viale dell'Unione Europea.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1303
2010;1411;01.07.2010;Via del  Ceppo Vecchio - istituzione di stalli di sosta a pagamento.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1271
2010;1410;01.07.2010;Istituzione di uno stallo adibito a carico e scarico merci - Via del Ceppo Vecchio civico 8.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1273
2010;1409;01.07.2010;Istituzione di stallo di sosta invalidi generico - Via del Ceppo Vecchio civico 6.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1272
2010;1408;01.07.2010;Istituzione del divieto di fermata - Via del  Ceppo Vecchio.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1270
2010;1407;01.07.2010;Via Frascati - stalli riservati alla sosta di ciclomotori e motocicli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1268
2010;1406;01.07.2010;Ponte alla Vittoria - nuova disciplina della circolazione - Servizio 4G9 Traffico e Segnaletica.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1294
2010;1364;01.07.2010;Via A. Sironi civico 70 - stallo sosta invalidi contrassegno n. 1000;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1215
2010;1356;01.07.2010;Revoca stallo sosta handicap generico - Via A. Sironi civico 70.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1210
2010;1577;01.08.2010;Proroga Ordinanza n. 974/2010 - Via V. da Filicaia e Via B. Zucca.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1436
2010;1995;01.09.2010;Istituzione di stallo di sosta invalidi generico - Via F. De André civico 5.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1778
2010;1994;01.09.2010;Istituzione di stallo di sosta invalidi generico - Via F. De André civico 1.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1779
2010;1993;01.09.2010;Apertura al transito di Via F. De André.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1586
2010;1667;01.09.2010;Lavoro edile - Via Bruno Buozzi;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1459
2010;2195;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Piazzale E. Abati.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1971
2010;2194;01.10.2010;Revoca Ordinanza n. 2148/2010 - A.S.M.  - Piazzale E. Abati.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1974
2010;2193;01.10.2010;Proroga Ordinanza n. 1775/2009 - Società Interporto della Toscana Centrale S.p.A.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1911
2010;2189;01.10.2010;Proroga Ordinanza n. 1534/2010 - A.S.M. S.p.A.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1956
2010;2170;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via G. Mameli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1953
2010;2168;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via F. Magellano.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1951
2010;2165;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Piazzale A. Banci Buonamici.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1948
2010;2162;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via R. Frank Burattin.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1947
2010;2161;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via G. Signori.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1946
2010;2160;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via M. Bellandi.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1945
2010;2159;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via L. Cini.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1944
2010;2157;01.10.2010;A.S.M.  - pulizia meccanica di fondo - tVia P. Pezzati.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1943
2010;2150;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Piazzale F. Inghirami.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1940
2010;2149;01.10.2010;A.S.M.  - pulizia meccanica di fondo - tratto di Via di Pippo.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1939
2010;2148;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Piazzale E. Abati.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1938
2010;2147;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Piazzale Bottari.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1936
2010;2146;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Piazzale G. Bettarini.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1934
2010;2011;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via B. Segni.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1804
2010;2008;01.10.2010;Revoca Ordinanza n. 1956/2010 - A.S.M.  - Via B. Segni;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1806
2010;2006;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via dei Cancelli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1799
2010;2005;01.10.2010;Revoca Ordinanza n. 1955/2010 - A.S.M.  - Via dei Cancelli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1800
2010;2004;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via F.lli Rosselli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1798
2010;2003;01.10.2010;Revoca Ordinanza n. 1949/2010 - A.S.M.  - Via F.lli Rosselli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1797
2010;2002;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via G. Dossetti.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1794
2010;2000;01.10.2010;Revoca Ordinanza n. 1873/2010 - A.S.M.  - Via G. Dossetti.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1795
2010;1998;01.10.2010;Revoca Ordinanza n. 1932/2010 - A.S.M.  - Via dei Tessitori.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1792
2010;1997;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via B. Varchi.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1787
2010;1996;01.10.2010;Revoca Ordinanza n. 1866/2010 - A.S.M.  - Via B. Varchi.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1791
2010;1992;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via C. Beccaria.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1785
2010;1991;01.10.2010;Revoca Ordinanza n. 1865/2010 - A.S.M.  - Via C. Beccaria.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1786
2010;1990;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via E. Codignola.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1783
2010;1989;01.10.2010;Revoca Ordinanza n. 1864/2010 - A.S.M.  - Via E. Codignola.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1784
2010;1988;01.10.2010;Revoca Ordinanza n. 1910/2010 - A.S.M.  - Via B. Rucellai.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1782
2010;1987;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via B. Rucellai;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1781
2010;1968;01.10.2010;A.S.M.  - pulizia meccanica di fondo in Via A. Badiani.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1493
2010;1967;01.10.2010;A.S.M.  - pulizia meccanica di fondo in Via G. Gozzi.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2417
2010;1966;01.10.2010;A.S.M.  - pulizia meccanica di fondo - tratto di Via Bologna.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1759
2010;1965;01.10.2010;A.S.M.  - pulizia meccanica di fondo - tratto di Via Bologna.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2416
2010;1964;01.10.2010;A.S.M.  - pulizia meccanica di fondo in un tratto di Viale G. Galilei.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1492
2010;1963;01.10.2010;Revoca Ordinanza n. 1967/2001.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1758
2010;1962;01.10.2010;A.S.M.  - pulizia meccanica di fondo - tratto di Via della Rondine.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1722
2010;1961;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via Ventiquattro Maggio.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1721
2010;1960;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via G. La Pira.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1720
2010;1959;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via G. Benini.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1719
2010;1958;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via V. da Feltre.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2361
2010;1957;01.10.2010;Revoca Ordinanza n. 3196/2005.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1718
2010;1956;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via B. Segni.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1729
2010;1955;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via dei Cancelli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1728
2010;1954;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via G. D'Annunzio.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2365
2010;1953;01.10.2010;Revoca Ordinanza n. 140/2006.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1726
2010;1952;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via A. Gramsci.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2373
2010;1951;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via N. Machiavelli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2371
2010;1950;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via G. Fossi.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2370
2010;1949;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via F.lli Rosselli.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2369
2010;1948;01.10.2010;A.S.M.  - pulizia meccanica di fondo - tratto di Via B. Buozzi.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2368
2010;1947;01.10.2010;A.S.M.  - pulizia meccanica di fondo - tratto di Via B. Buozzi.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2367
2010;1946;01.10.2010;Revoca Ordinanza n. 2170/2001.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1730
2010;1945;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via G. Rossini.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2009&numero=2342
2010;1944;01.10.2010;Revoca Ordinanza n. 1080/2007.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1638
2010;1943;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via R. Leoncavallo.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1757
2010;1942;01.10.2010;A.S.M.  - pulizia meccanica di fondo - tratto di Via G. Becherini.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1756
2010;1941;01.10.2010;A.S.M.  - pulizia meccanica di fondo - Via G. L. Spontini.;https://ordinanzeviabilita.comune.prato.it/ordinanzeviabilitabinj/servlet/OrdinanzeviabilitaServlet?tpope=ORDINANZA&anno=2010&numero=1755
